"Keyword","Link","Tweet","Insecure","Reason","NumberCharacters","NumberCapitalChars","PercentCapitalChars","NumberExclamation"
"Join Us","https://t.co/1suy9VTvvy","b'Join us on Wednesday (30/03) at 12pm for our last Hub Chat of March.\nCome along and meet fellow #amputees from all\xe2\x80\xa6 https://t.co/1suy9VTvvy'",FALSE,.,154,8,5.19480519480519,0
"Join Us","https://t.co/uvhYrWj4eB","b'We would like to invite you to join us next Tuesday at 10 am Cairo time. \n\nCertificates of Attendance are provided.\xe2\x80\xa6 https://t.co/uvhYrWj4eB'",FALSE,.,156,8,5.12820512820513,0
"Join Us","https://t.co/1cHnMs9Sbi","b'Simplify your small business marketing strategy!\n\nJoin us, @LloydsBankBiz &amp; experts Garry and James from\xe2\x80\xa6 https://t.co/1cHnMs9Sbi'",FALSE,.,149,10,6.71140939597315,1
"Join Us","https://t.co/inepo0OVAp","b'\xf0\x9f\x93\x86 Join us at the online launch of The Oxford Handbook of the South African Economy on April 6th!\xe2\x80\xa6 https://t.co/inepo0OVAp'",FALSE,.,150,11,7.33333333333333,1
"Join Us","https://t.co/5plSjtg2Ga","b'Join us on \nZoom via this link\nhttps://t.co/K0amFqGB6z\nZoom ID: 85079682629 \n\nOr\xc2\xa0Telegram\nhttps://t.co/j9LLnLekS4\xe2\x80\xa6 https://t.co/5plSjtg2Ga'",TRUE,"Potential Threat",165,17,10.3030303030303,0
"Join Us","https://t.co/NUVvrHxsaB","b'Join us at the 18th online Civo meetup focussed on networking, security &amp; observability with @ciliumproject this We\xe2\x80\xa6 https://t.co/NUVvrHxsaB'",FALSE,.,158,8,5.06329113924051,0
"Join Us","https://t.co/ptBypl7KHz","b'#NTCE2021 today is the final day of the NTCE Expo, opportunities for learners to showcase different career choices\xe2\x80\xa6 https://t.co/ptBypl7KHz'",TRUE,"Potential Threat",153,12,7.84313725490196,0
"Join Us","https://t.co/lDUkcNhmwr","b'Join us for our April #CafeSciGlasgow event, 7pm BST on Mon Apr 4th, as Dr Tristram Wyatt discusses ""From power pos\xe2\x80\xa6 https://t.co/lDUkcNhmwr'",TRUE,"Potential Threat",154,17,11.038961038961,0
"Join Us","https://t.co/K3Vr6tzgdf","b'Join us tomorrow for a panel w/experts from the humanitarian sector and academia on Syrian refugee women\xe2\x80\x99s economic\xe2\x80\xa6 https://t.co/K3Vr6tzgdf'",FALSE,.,165,4,2.42424242424242,0
"Join Us","https://t.co/kctilR0WGS","b""Thanks to @SPRiGSussex for inviting us to offer an 'update' at this month's seminar. Please join us at 16.00 on the\xe2\x80\xa6 https://t.co/kctilR0WGS""",TRUE,"Potential Threat",154,11,7.14285714285714,0
"Join Us","https://t.co/c4uH3Da9pM","b'Join us for our special breakout session on Wed April 6, 2022 for the 2022 Legislative Day special session on priva\xe2\x80\xa6 https://t.co/c4uH3Da9pM'",FALSE,.,154,8,5.19480519480519,0
"Join Us","https://t.co/GtDulEWouA","b'\xf0\x9f\x93\xbbhttps://t.co/ne3rHlH76w (2 minute audio \xf0\x9f\x97\xa3)\n\n\xe2\x98\x9d\xf0\x9f\x8f\xbeLast week Louis risked his liberty to ask @10DowningStreet to protec\xe2\x80\xa6 https://t.co/GtDulEWouA'",FALSE,.,212,11,5.18867924528302,0
"Update","https://t.co/QO5pqeKVta","b'Our Black Alliance employee resource group is hosting a web panel of tech leaders in education who will discuss the\xe2\x80\xa6 https://t.co/QO5pqeKVta'",FALSE,.,154,7,4.54545454545455,0
"Update","https://t.co/v4bTrVDLG1","b'Coming up next week: our Annual Update conference kicks off on April 4 at 12:15pm PT with a discussion on LGBTQ+ mi\xe2\x80\xa6 https://t.co/v4bTrVDLG1'",FALSE,.,154,16,10.3896103896104,0
"Update","https://t.co/WhyP6PSYse","b'TONIGHT!\nJoin CCH for a mid-legislative session ""coffee chat"" on March 29th from 5:00-6:00pm via Zoom to receive an\xe2\x80\xa6 https://t.co/WhyP6PSYse'",FALSE,.,155,18,11.6129032258065,1
"Update","https://t.co/ogvCrC3N1p","b'OMAFRA is hosting a webinar for Small Flock producers TOMORROW, Mar. 30th at 6:30pm. The event will include an upda\xe2\x80\xa6 https://t.co/ogvCrC3N1p'",FALSE,.,154,21,13.6363636363636,0
"Update","https://t.co/Djq4uYWEZP","b""In less than ONE HOUR, join us for @MakoMiningCorp's  Investor Update! @AkibaLeisman, CEO of $mko.v, will be provid\xe2\x80\xa6 https://t.co/Djq4uYWEZP""",FALSE,.,154,24,15.5844155844156,1
"Update","https://t.co/TZGqrKaZ26","b'Please join us tomorrow (3/30) at 5:30 PM ET for our next Clinical Update Webinar: ""WAKIX\xc2\xae (pitolisant): Clinical T\xe2\x80\xa6 https://t.co/TZGqrKaZ26'",FALSE,.,161,20,12.4223602484472,0
"Update","https://t.co/9Y7WmWCf3y","b'.@DraganflyInc virtual-only shareholder update call is now scheduled for 3 p.m. PDT / 6 p.m. EDT on Thursday, March\xe2\x80\xa6 https://t.co/9Y7WmWCf3y'",FALSE,.,154,14,9.09090909090909,0
"Update","https://t.co/u7164mYG0g","b""Developmental screenings are vital for promoting #EarlyEd development. Don't miss the @Kidspartnership\xe2\x80\x99s #webinar o\xe2\x80\xa6 https://t.co/u7164mYG0g""",FALSE,.,165,7,4.24242424242424,0
"Update","https://t.co/nT2I5LVTG6","b'Check it out @UTSA! @Zoom is introducing avatars! Replace your appearance with a virtual animal that mirrors your h\xe2\x80\xa6 https://t.co/nT2I5LVTG6'",FALSE,.,154,13,8.44155844155844,2
"Update","https://t.co/ZRNNa5BG5K","b'Great update for Ecolomondo!  Final commissioning happening, expect operations in mid-April.  They have already pre\xe2\x80\xa6 https://t.co/ZRNNa5BG5K'",FALSE,.,154,12,7.79220779220779,1
"Update","https://t.co/deC2lt3f3J","b'Join us for the FREE Journal Club Webinar: Physiotherapy Mgmt. for COVID-19 in the Acute Hospital Setting and Beyon\xe2\x80\xa6 https://t.co/deC2lt3f3J'",FALSE,.,154,21,13.6363636363636,0
"Update","https://t.co/MQnCnhHmbd","b""Don't forget to join us #virtually this evening for Primary Care Update on Parathyroid Disease with @DevaBoone at 6\xe2\x80\xa6 https://t.co/MQnCnhHmbd""",FALSE,.,154,12,7.79220779220779,0
"Update","https://t.co/7v8ynh91Wi","b'#Healthtech again, but this time with a few opportunities for the startups or idea owner in the Romanian ecosystem\xe2\x80\xa6 https://t.co/7v8ynh91Wi'",FALSE,.,153,3,1.96078431372549,0
"Update","https://t.co/5gjUYlBNIE","b'We hope you can join us today at noon for our campaign update! We will be joined by @ElenaWeissmann of @votesolar w\xe2\x80\xa6 https://t.co/5gjUYlBNIE'",FALSE,.,154,10,6.49350649350649,1
"Update","https://t.co/WqxnhPfpcS","b""Tomorrow, March 30th at 6 pm (London time) I'll address the GIA (Gemological Institute of America) Alumni London Ch\xe2\x80\xa6 https://t.co/WqxnhPfpcS""",FALSE,.,154,16,10.3896103896104,0
"Update","https://t.co/fN3BLNGLS4","b'\xf0\x9f\x93\xa2VentureFest Bitesize - STILL TIME TO REGISTER\xf0\x9f\x93\xa2  \n\xf0\x9f\x93\x86THURSDAY-14.30-15:30  \n\xf0\x9f\x94\x97 https://t.co/N6oQABPmHV  \n\nJoin\xe2\x80\xa6 https://t.co/fN3BLNGLS4'",FALSE,.,210,45,21.4285714285714,0
"Update","https://t.co/KY4nv1Qg5o","b'We\'re delighted to invite you to the ISN-ISPD joint webinar ""2022 update on @ISPD1 guidelines for peritonitis preve\xe2\x80\xa6 https://t.co/KY4nv1Qg5o'",FALSE,.,155,15,9.67741935483871,0
"Update","https://t.co/2bfI6qWMuK","b'DIT and the British Embassy in Chile are working with ImplementaSur to better understand how Chile is looking to re\xe2\x80\xa6 https://t.co/2bfI6qWMuK'",FALSE,.,154,13,8.44155844155844,0
"Update","https://t.co/1TVs0vbvEF","b'Friends and neighbors! Please join us THIS evening at 7pm on Zoom for a Spring update on the McGuinness Boulevard c\xe2\x80\xa6 https://t.co/1TVs0vbvEF'",FALSE,.,154,15,9.74025974025974,1
"Update","https://t.co/hoZ9sKg23C","b'Free: Share your DEI challenges and get exclusive insights from  @karenbrownRC and peers on the upcoming ""How to of\xe2\x80\xa6 https://t.co/hoZ9sKg23C'",FALSE,.,154,11,7.14285714285714,0
"Update","https://t.co/F7ARDEc13r","b'Join @vitaccess for a FREE #Webinar on the recent update by @NICEComms to its methods/processes for health technolo\xe2\x80\xa6 https://t.co/F7ARDEc13r'",FALSE,.,154,16,10.3896103896104,0
"Update","https://t.co/TVhRdpCbdX","b'Join our Wealth &amp; Trust Webinar today, at Noon entitled Conflict, Inflation and the Pandemic. FD Wealth &amp; Trust inv\xe2\x80\xa6 https://t.co/TVhRdpCbdX'",FALSE,.,162,17,10.4938271604938,0
"Update","https://t.co/lrcDthW5H7","b'Join us on for our webinar on April 1, with the leading attorneys involved in the human trafficking litigation pend\xe2\x80\xa6 https://t.co/lrcDthW5H7'",FALSE,.,154,5,3.24675324675325,0
"Update","https://t.co/9UcRiQSwTd","b'REMINDER | OHBA and @bildgta are hosting a webinar this Friday, April 1st for an important update on the new home c\xe2\x80\xa6 https://t.co/9UcRiQSwTd'",FALSE,.,154,19,12.3376623376623,0
"Update","https://t.co/59a93dBvUn","b'Our partner Foundation for Environmental Stewardship - FES is hosting three virtual expert panels today, tomorrow a\xe2\x80\xa6 https://t.co/59a93dBvUn'",FALSE,.,154,9,5.84415584415584,0
"Update","https://t.co/kFEy7PkxVn","b'Stay up to date with the latest cyber campaigns at our Virtual Cyber Threat Intelligence Briefing: Update for the F\xe2\x80\xa6 https://t.co/kFEy7PkxVn'",FALSE,.,154,12,7.79220779220779,0
"Update","https://t.co/5Kjv2JJB1i","b'Ontario Commercial Poultry HPAI update tonight Tues, Mar 29th at 6:30pm hosted by @PoultryIndCou.  Will be an joint\xe2\x80\xa6 https://t.co/5Kjv2JJB1i'",TRUE,"Potential Threat",154,17,11.038961038961,0
"Update","https://t.co/FGrWkynzEi","b'\xf0\x9f\x93\xa2VentureFest Bitesize\xf0\x9f\x93\xa2 \n\xf0\x9f\x93\x8cOnline \n\xf0\x9f\x93\x8631 March- 14.30-15.30\n\xf0\x9f\x94\x97 https://t.co/knnCO3agxH \n\xf0\x9f\x91\x8b @SuperNetworkNE\n\nWondering wha\xe2\x80\xa6 https://t.co/FGrWkynzEi'",FALSE,.,250,17,6.8,0
"Update","https://t.co/jCd1gruVIA","b'One of the CMMC challenges is building the assessor ecosystem but there are signs that progress is being made. Two\xe2\x80\xa6 https://t.co/jCd1gruVIA'",FALSE,.,153,10,6.5359477124183,0
"Update","https://t.co/zgL10PfZ0o","b'This is going to be a great conversation on the #VirtualLunch today, Tuesday, March 29, 2022, at noon ET. I hope yo\xe2\x80\xa6 https://t.co/zgL10PfZ0o'",FALSE,.,154,11,7.14285714285714,0
"Update","https://t.co/eqB9zTrgJL","b'Every day this week I am running a 30-minute session on how to use and get the best out of the network feel free to\xe2\x80\xa6 https://t.co/eqB9zTrgJL'",TRUE,"Potential Threat",154,6,3.8961038961039,0
"Update","https://t.co/TJo78hcDQ2","b'TONIGHT! Cancer Centre Virtual Town Hall. Please join us for an update on physical design plans for the new hospita\xe2\x80\xa6 https://t.co/TJo78hcDQ2'",FALSE,.,154,17,11.038961038961,1
"Update","https://t.co/W5tFKJyHC5","b'Tomorrow \xf0\x9f\x93\x85 #IRTSNetwork webinar ""Sustainable funding for migrants\' sporting activities"" organised with @MonaLiiku\xe2\x80\xa6 https://t.co/W5tFKJyHC5'",FALSE,.,168,15,8.92857142857143,0
"Update","https://t.co/YLdAojXYzA","b'Are you tasked with Leading or Participating in an Improvement Effort in your Organisation?\n\nWhy not join our weekl\xe2\x80\xa6 https://t.co/YLdAojXYzA'",FALSE,.,156,13,8.33333333333333,0
"Update","https://t.co/R8vzKjI6DY","b'EVENT UPDATE! Join P4H Network,\n@TheCollectivity, @blsqhub,\xf0\x9d\x97\xa3\xf0\x9d\x97\x95\xf0\x9d\x97\x99 \xf0\x9d\x97\x96\xf0\x9d\x97\xbc\xf0\x9d\x97\xa3 as we host a webinar on Strategic Verification f\xe2\x80\xa6 https://t.co/R8vzKjI6DY'",FALSE,.,245,24,9.79591836734694,1
"Update","https://t.co/rnAHxYdl0L","b'\xf0\x9f\x93\xa2VentureFest Bitesize\xf0\x9f\x93\xa2 \n\xf0\x9f\x93\x8cOnline \n\xf0\x9f\x93\x8631 March- 14.30-15.30 \n\xf0\x9f\x94\x97 https://t.co/I2RcdKalnF \n\xf0\x9f\x91\x8b @SuperNetworkNE\n\nWondering wh\xe2\x80\xa6 https://t.co/rnAHxYdl0L'",FALSE,.,250,18,7.2,0
"Update","https://t.co/kcXfvnzP0C","b'Zoom Meeting Details\nLink: https://t.co/5UI60apvS3...   \nMeeting ID: 818 9701 7892\nPasscode: SCGJ\nFor Update on Upc\xe2\x80\xa6 https://t.co/kcXfvnzP0C'",TRUE,"Potential Threat",158,21,13.2911392405063,0
"Update","https://t.co/Va0PrR54aq","b'IEP LiveLearnLunch Webinars\n\nWebinar #103 - Chris Blackwell, Purpose Led Performance\n\nTopic:   Purpose in Practice\xe2\x80\xa6 https://t.co/Va0PrR54aq'",FALSE,.,157,19,12.1019108280255,0
"Update","https://t.co/yxjIOGJVvk","b'#Feminist action for #climate justice?\nJoin us today at 12:30 CET for the @WTIunibe- Webinar on #Gender and Climate\xe2\x80\xa6 https://t.co/yxjIOGJVvk'",TRUE,"Potential Threat",155,16,10.3225806451613,0
"Update","https://t.co/ROr8iotKL9","b'Joint ISPD-ISN Webinar: ""2022 update on ISPD #guidelines for #peritonitis prevention and treatment"".\n\xf0\x9f\x97\xa3\xe2\x80\xa6 https://t.co/ROr8iotKL9'",FALSE,.,157,17,10.828025477707,0
"Update","https://t.co/AMyZBHbsdv","b'Dear Doctor,\nGreeting\n We cordially invite you to attend Tomorrow\xe2\x80\x99s webinar meeting on ""Update on Prostate Cancer \xe2\x80\x9c\xe2\x80\xa6 https://t.co/AMyZBHbsdv'",FALSE,.,178,13,7.30337078651685,0
"Update","https://t.co/SLOYKbYZDg","b'Join our upcoming webinar on navigating the reporting landscape (13 April) for an update on the latest\xe2\x80\xa6 https://t.co/SLOYKbYZDg'",FALSE,.,141,10,7.09219858156028,0
"Update","https://t.co/IoAD7tnb4X","b'Today at 12:30 CET, the Secretariat of the International Gender Champions (IGC) together with @WTIunibe @unibern ho\xe2\x80\xa6 https://t.co/IoAD7tnb4X'",TRUE,"Potential Threat",154,18,11.6883116883117,0
"Update","https://t.co/BARn55PRTO","b'Watch/listen via zoom -\xc2\xa0https://t.co/xLcSuE1tsd\nOr FB live -\xc2\xa0https://t.co/msAIoxqGqJ https://t.co/BARn55PRTO'",FALSE,.,126,18,14.2857142857143,0
"Update","https://t.co/WbRlNfojsY","b'$AAZ.V $AZURF Join us on March 30th @ 4pmET for a live corporate update. We will discuss exploration progress at ou\xe2\x80\xa6 https://t.co/WbRlNfojsY'",TRUE,"Potential Threat",154,18,11.6883116883117,0
"Update","https://t.co/jl3ouQbZGT","b'.@sbcitygov is hosting a virtual public workshop for the General Plan update now from 6-8 pm:\xe2\x80\xa6 https://t.co/jl3ouQbZGT'",TRUE,"Potential Threat",132,6,4.54545454545455,0
"Update","https://t.co/Ceb9nVZeJo","b'Is there such thing as \xe2\x80\x9cPower of the Pack?\xe2\x80\x9d\n\nI recently read an article in Forbes by writer Shelley Zalis. In her p\xe2\x80\xa6 https://t.co/Ceb9nVZeJo'",FALSE,.,178,12,6.74157303370786,0
"Update","https://t.co/RHmkvvyFZp","b'This webinar uncovers what business leaders around the world say are the essential long-term strategies for technol\xe2\x80\xa6 https://t.co/RHmkvvyFZp'",FALSE,.,154,5,3.24675324675325,0
"Update","https://t.co/IteLwTiXRC","b""We're starting in less than 1 hour. Love to see you there!\nhttps://t.co/FGM6MALgy2 https://t.co/IteLwTiXRC""",TRUE,"Potential Threat",110,14,12.7272727272727,1
"Update","https://t.co/EvUl0LJkc0","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/EvUl0LJkc0'",FALSE,.,154,12,7.79220779220779,0
"Update","https://t.co/F7A31GQpRT","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/F7A31GQpRT'",FALSE,.,154,14,9.09090909090909,0
"Update","https://t.co/uFE5yf3fD9","b'A&amp;NHPI Legislative Day Debrief: APIC will be hosting a Legislative Session Community Debrief on April 6 at 4 pm! We\xe2\x80\xa6 https://t.co/uFE5yf3fD9'",FALSE,.,158,21,13.2911392405063,1
"Update","https://t.co/YO6akAHJZi","b'Still room for you at our Economic Update with Thrivent Chief Investment Officer David Royal. Join us Tues., March\xe2\x80\xa6 https://t.co/YO6akAHJZi'",FALSE,.,153,18,11.7647058823529,0
"Update","https://t.co/x3tyQHx1X9","b'Join Dr. Lawrence Yun and Guest Experts\n\nThere\xe2\x80\x99s still time to register for the NAR Real Estate Forecast Summit: Co\xe2\x80\xa6 https://t.co/x3tyQHx1X9'",FALSE,.,167,18,10.7784431137725,0
"Update","https://t.co/DlZruv7Hd1","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/DlZruv7Hd1'",FALSE,.,154,11,7.14285714285714,0
"Update","https://t.co/2MbG6IvS3M","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/2MbG6IvS3M'",FALSE,.,154,13,8.44155844155844,0
"Update","https://t.co/vi9VdqiGfO","b""Don't forget to register for our report card release #webinar on April 5th! \n\nCheck out the today's latest ClimateP\xe2\x80\xa6 https://t.co/vi9VdqiGfO""",TRUE,"Potential Threat",156,8,5.12820512820513,1
"Update","https://t.co/9fkvfUnYPl","b'This Wednesday 6PM CT! Join us alongside our community partners across Chicago to attend our virtual community upda\xe2\x80\xa6 https://t.co/9fkvfUnYPl'",FALSE,.,154,11,7.14285714285714,1
"Update","https://t.co/hKEmEN3H1X","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/hKEmEN3H1X'",FALSE,.,154,14,9.09090909090909,0
"Update","https://t.co/RfnEmWxR34","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/RfnEmWxR34'",FALSE,.,154,12,7.79220779220779,0
"Update","https://t.co/yy7nb2kPNt","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/yy7nb2kPNt'",FALSE,.,154,10,6.49350649350649,0
"Update","https://t.co/uVHfRUSovX","b'Take advantage of this FREE innovation in healthcare webinar on Weds 29th March at 1pm BST. This will be jointly de\xe2\x80\xa6 https://t.co/uVHfRUSovX'",FALSE,.,154,17,11.038961038961,0
"Update","https://t.co/2RucR4R921","b'Want to hear about BPL\xe2\x80\x99s expansion? Attend the city council meeting for the latest update. \nTuesday, March 29 at 6:\xe2\x80\xa6 https://t.co/2RucR4R921'",FALSE,.,166,10,6.02409638554217,0
"Update","https://t.co/SbO1ruXZ19","b'Join us this THURSDAY the 31st @ 11:30 for a special ECE update. We will be focusing on:\n*federal early care &amp; educ\xe2\x80\xa6 https://t.co/SbO1ruXZ19'",FALSE,.,159,17,10.6918238993711,0
"Update","https://t.co/PUoghZLyDj","b'Join a special Zoom broadcast on Saturday April 2 @ 12:00PM (EST) for an update on the latest information about our\xe2\x80\xa6 https://t.co/PUoghZLyDj'",TRUE,"Potential Threat",154,14,9.09090909090909,0
"Update","https://t.co/FIUdJDc0FM","b'Join the @AtlantaBeltLine SW + SE Working Group for their Southside Trail Update tonight at 6:30pm! \n\nZoom link:\xe2\x80\xa6 https://t.co/FIUdJDc0FM'",FALSE,.,153,21,13.7254901960784,1
"Update","https://t.co/i0QYXtc6sf","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/i0QYXtc6sf'",FALSE,.,154,11,7.14285714285714,0
"Update","https://t.co/GIwZ00fGcP","b""There's still time to register for our @DeltaThink Annual APC Pricing Update webinar on Wednesday, March 30 at 10 a\xe2\x80\xa6 https://t.co/GIwZ00fGcP""",FALSE,.,154,16,10.3896103896104,0
"Update","https://t.co/pBrvZ4LYLe","b'Learn about automating healthcare. Join us in a webinar with SimplifyNext, as we uncover key #intelligentautomation\xe2\x80\xa6 https://t.co/pBrvZ4LYLe'",FALSE,.,154,9,5.84415584415584,0
"Update","https://t.co/sXBU32hGHf","b""Happy Monday! Autumn, the dog is running as fast as she can to get registered for tomorrow's webinar, Remote Seller\xe2\x80\xa6 https://t.co/sXBU32hGHf""",FALSE,.,154,10,6.49350649350649,1
"Update","https://t.co/jn2cg8NVXu","b'Join Dr.@JParsonsLeigh where she will give an update on Team 2\xe2\x80\x99s project, Creating a Culture of Sepsis Awareness Th\xe2\x80\xa6 https://t.co/jn2cg8NVXu'",FALSE,.,165,14,8.48484848484848,0
"Update","https://t.co/ICY8aivg3l","b'Afternoon Stratters! For those wanting to join the live BF vid, I will record tomorrow during my morning Daily Plan\xe2\x80\xa6 https://t.co/ICY8aivg3l'",TRUE,"Potential Threat",154,11,7.14285714285714,1
"Update","https://t.co/8cXWXpj8CT","b'Calling all PA child care advocates!\nJoin us for a special ECE update focusing on:\n*federal early care &amp; education\xe2\x80\xa6 https://t.co/8cXWXpj8CT'",FALSE,.,159,12,7.54716981132075,1
"Update","https://t.co/MqK7i2OSoO","b'Join us tomorrow for an Investor Update! Akiba Leisman, CEO of Mako Mining, teams up with @adelaide_cap to provide\xe2\x80\xa6 https://t.co/MqK7i2OSoO'",FALSE,.,153,15,9.80392156862745,1
"Update","https://t.co/RrzHo7nDMy","b'We are one week away from our next Good Morning SMC program - Redwood City Update with Mayor Giselle Hale and Vice\xe2\x80\xa6 https://t.co/RrzHo7nDMy'",TRUE,"Phishing Scam",153,17,11.1111111111111,0
"Update","https://t.co/ghXVbHZL56","b'Join us Thur, 3/31 for the wkly Healey #ALS #PlatformTrial update.  Hosts &amp; Trial Leads, @MeritCudkowicz &amp;\xe2\x80\xa6 https://t.co/ghXVbHZL56'",FALSE,.,153,18,11.7647058823529,0
"Update","https://t.co/1hBPIg40sk","b'Join us on April 13th,2022 at 7 pm via zoom.\n\nFree Webinar on Economic &amp; Investment Update\n\nZoom Meeting Informatio\xe2\x80\xa6 https://t.co/1hBPIg40sk'",TRUE,"Potential Threat",162,13,8.02469135802469,0
"Update","https://t.co/GlYoC1HSWb","b""Looking forward to joining this webinar and bringing a waste &amp; resource manager's perspective to the\xe2\x80\xa6 https://t.co/GlYoC1HSWb""",FALSE,.,143,7,4.89510489510489,0
"Update","https://t.co/mZqa4o1nt8","b'Excited to be discussing how family and work are more intertwined than ever before and how Cleo will support caregi\xe2\x80\xa6 https://t.co/mZqa4o1nt8'",FALSE,.,154,3,1.94805194805195,0
"Update","https://t.co/YK01YXHsEn","b'Please join Colin Campbell, Dotan Y. Melech (\xe2\x80\x9cDT\xe2\x80\x9d), and me on Thursday at 11a MST for the third, and final, instanc\xe2\x80\xa6 https://t.co/YK01YXHsEn'",FALSE,.,176,18,10.2272727272727,0
"Update","https://t.co/ZGkzPvCzFt","b'REMINDER: Join us tomorrow to learn how to update current emergency preparedness plans and practice exercises.\n\nDet\xe2\x80\xa6 https://t.co/ZGkzPvCzFt'",FALSE,.,156,15,9.61538461538461,0
"Update","https://t.co/z6gsTjxcCV","b""@AirResources is hosting a work group meeting for the FY22-23 long-term #HeavyDuty investment strategy. It'll inclu\xe2\x80\xa6 https://t.co/z6gsTjxcCV""",FALSE,.,154,10,6.49350649350649,0
"Update","https://t.co/9XIzWRNK6r","b'TWO DAYS AWAY! HACU will host its first quarterly Membership Update webinar for HACU-members. The session will prov\xe2\x80\xa6 https://t.co/9XIzWRNK6r'",FALSE,.,154,28,18.1818181818182,1
"Update","https://t.co/XCYskukHic","b'Interested in learning how to create or update or your financial plan? https://t.co/5V7CDavLFe  Join me on Wednesda\xe2\x80\xa6 https://t.co/XCYskukHic'",FALSE,.,154,12,7.79220779220779,0
"Update","https://t.co/pUHGHi6biR","b'\xf0\x9f\x9a\xa8 Remember! You can register to our upcoming webinar with @nigegarrett &amp; @ntandoy.\n\n\xf0\x9f\x92\xbb #COVID19 Vaccine Trial in Sub\xe2\x80\xa6 https://t.co/pUHGHi6biR'",FALSE,.,190,15,7.89473684210526,1
"Update","https://t.co/fRSMVN1rgD","b'3-28-22\nJoin the National Call on HoUSed: Universal, Stable, Affordable Housing every Monday at 2:30pmET. Join hous\xe2\x80\xa6 https://t.co/fRSMVN1rgD'",TRUE,"Phishing Scam",155,20,12.9032258064516,0
"Update","https://t.co/NHaWFQDtn8","b""Don't forget to join us for Primary Care Update on Parathyroid Disease tomorrow, 3/29, starting at 6pm.\n\nGreat\xe2\x80\xa6 https://t.co/NHaWFQDtn8""",FALSE,.,151,13,8.60927152317881,0
"Update","https://t.co/azi3ZwTqfg","b'Join us on March 29, 2022 for an update on the markets and economy. Hear from Thrivent Chief Investment Officer Dav\xe2\x80\xa6 https://t.co/azi3ZwTqfg'",FALSE,.,154,10,6.49350649350649,0
"Update","https://t.co/lRkJZX4wqy","b'Join us at BCHIP on 3/29 (TOMORROW) for a #COVID19 community update and reflection. Several public health community\xe2\x80\xa6 https://t.co/lRkJZX4wqy'",TRUE,"Phishing Scam",154,24,15.5844155844156,0
"Update","https://t.co/xdUv32zb2k","b'Digital trust is key to accelerating the adoption of cross border digital trade among B2B2C, which is so key to the\xe2\x80\xa6 https://t.co/xdUv32zb2k'",TRUE,"Phishing Scam",154,5,3.24675324675325,0
"Update","https://t.co/dSQgoLQtIo","b'Join us this evening, March 28 for our upcoming monthly virtual meeting and networking session. We will start with\xe2\x80\xa6 https://t.co/dSQgoLQtIo'",TRUE,"Phishing Scam",153,8,5.22875816993464,0
"Update","https://t.co/TVxhen5Shd","b'The 9th in the discussion series on #hepatitis B &amp; C through @WHOSEARO partnership with @ProjectECHO is on 31 March\xe2\x80\xa6 https://t.co/TVxhen5Shd'",TRUE,"Phishing Scam",158,20,12.6582278481013,0
"Update","https://t.co/ihm6lsrNwb","b'UPDATE: This course will now be able to provide 1.0 CEU hours for athletic trainers in attendance!! @BOCATC \nRegist\xe2\x80\xa6 https://t.co/ihm6lsrNwb'",FALSE,.,155,18,11.6129032258065,2
"Update","https://t.co/BLzzkP8MRc","b'Tuesday March 29,  4 PM,  Group Supervision Demonstration, with  MAGIC BOX, Lily Seto, MA, CEC, PCC,ESIA \nFree Acce\xe2\x80\xa6 https://t.co/BLzzkP8MRc'",FALSE,.,155,36,23.2258064516129,0
"Update","https://t.co/qtmqHeK6sS","b'Webinar #104 - The good employability company\nDate: 6.04.22\nTopic: People Versus The Machine or Digging Deep Into E\xe2\x80\xa6 https://t.co/qtmqHeK6sS'",FALSE,.,156,15,9.61538461538461,0
"Update","https://t.co/PaVvHI1v7z","b'IEP LiveLearnLunch Webinars\n\nWebinar #103 - Chris Blackwell, Purpose Led Performance\nDate: 30.03.22 \nTopic:   Purpo\xe2\x80\xa6 https://t.co/PaVvHI1v7z'",FALSE,.,158,20,12.6582278481013,0
"Update","https://t.co/Ejeh459S9m","b'Join us on April 5th at 4:30pm via Zoom for our First Quarter Comprehensive Neighborhood Plan update.\xe2\x80\xa6 https://t.co/Ejeh459S9m'",TRUE,"Phishing Scam",140,10,7.14285714285714,0
